id,src_len,source,reference,hypothesis,bleu
763,16,"Es hat Spaß gemacht , weil es nicht darum geht , das Gedächtnis zu trainieren .",It was fun because this is actually not about training your memory .,it 's fun fun because it 's not about the memory .,10.79
764,29,"Du möchtest eben immer besser und besser darin werden , diese verrückten , farbenfrohen , dreckigen , lustigen und hoffentlich unvergesslichen Bilder vor deinem inneren Auge zu erträumen .","What you 're doing is you 're trying to get better and better and better at creating , at dreaming up , these utterly ludicrous , raunchy , hilarious and hopefully unforgettable images in your mind 's eye .","you 're going to better better and better them , , crazy , , , , and hopefully hopefully beautiful images inside your eyes .",5.79
765,5,Ich vertiefte mich darin .,And I got pretty into it .,i fell .,7.25
766,7,Hier bin ich mit meinem Standard-Gedächtniswettbewerbs-Trainingsset .,This is me wearing my standard competitive memorizer 's training kit .,here i am with my .,3.55
767,25,"Ein Paar Ohrschützer und eine Schutzbrille , die bis auf zwei kleine Streifen abgedeckt wurde , weil Ablenkung der größte Feind des Gedächtnis-Wettkämpfers ist .","It 's a pair of earmuffs and a set of safety goggles that have been masked over except for two small pinholes , because distraction is the competitive memorizer 's greatest enemy .","a couple of and and a that were two to two little things , because the greatest enemy of the . .",4.4
768,14,"Ich ging zu dem selben Wettkampf , den ich ein Jahr früher besucht hatte",I ended up coming back to that same contest that I had covered a year earlier .,i went to the same that i used earlier earlier .,5.46
769,14,"und mir schwebte vor , daran teilzunehmen , nur so als journalistisches Experiment .","And I had this notion that I might enter it , sort of as an experiment in participatory journalism .",and i me to remember this as only as successful .,2.18
770,10,Es könnte ein netter Epilog für meine Nachforschungen sein .,"It 'd make , I thought , maybe a nice epilogue to all my research .",it could be nice nice to be my .,3.1
771,12,"Das Problem war , dass das Experiment nicht wie geplant verlief .",Problem was the experiment went haywire .,the problem was this experiment did n't like planned .,5.93
772,13,"Ich gewann den Wettkampf , was nun wirklich nicht hätte passieren sollen .","I won the contest , which really was n't supposed to happen .",i won the red what did n't happen .,9.14
773,23,"Es war nett , sich Reden einprägen zu können und Telefonnummern und Einkaufslisten aber das war nicht , was ich erzielen wollte .","Now it is nice to be able to memorize speeches and phone numbers and shopping lists , but it 's actually kind of beside the point .","it was nice to talk to be and and and and and , but that was not what i wanted to .",5.42
774,5,Das sind nur Tricks .,These are just tricks .,these are just tricks .,66.87
775,17,"Tricks die funktionieren , weil sie auf einigen einfachen Ideen über die Funktionsweise unseres Gehirnes aufbauen .",They are tricks that work because they 're based on some pretty basic principles about how our brains work .,tricks work work because they 're ideas in ideas ideas .,11.91
776,23,"Du musst keine Gedächtnispaläste bauen oder dir Kartendecks einprägen , um von dem Einblick über die Funktionsweise deines Gedächtnisses profitieren zu können .",And you do n't have to be building memory palaces or memorizing packs of playing cards to benefit from a little bit of insight about how your mind works .,you do n't want to build anything or or to pay to to the could be able to keep the . . .,5.78
777,22,"Wir reden oft von Menschen mit gutem Gedächtnis , als wäre es eine besondere Begabung , aber das stimmt so nicht .","We often talk about people with great memories as though it were some sort of an innate gift , but that is not the case .","we often talk about people with people as though it would have a special problem , but that 's not true .",23.13
778,5,Gute Gedächtnisse sind antrainiert .,Great memories are learned .,good are are . .,12.7
779,10,"Wir merken uns Dinge besser , wenn wir aufpassen .","At the most basic level , we remember when we pay attention .",we make things better when we stop .,7.03
780,9,"Wir erinnern uns , wenn wir engagiert sind .",We remember when we are deeply engaged .,we remember when we are . .,37.68
781,63,"Wir erinnern uns , wenn wir die Möglichkeit haben herauszufinden , warum Informationen und Erfahrungen bedeutungsvoll für uns sind , wieso sie Bedeutung haben und hervorstehen , wenn wir sie in etwas umwandeln können , das für uns in Bezug auf unsere anderen Erinnerungsfetzen sinnvoll ist . Wenn wir den Namen "" Bäcker "" in den Beruf "" Bäcker "" verwandeln können .","We remember when we are able to take a piece of information and experience and figure out why it is meaningful to us , why it is significant , why it 's colorful , when we 're able to transform it in some way that it makes sense in the light of all of the other things floating around in our minds , when we 're able to transform Bakers into bakers .","we remember , if we have the possibility to understand why information information and experience for us , why they have meaning , and and if we can put them into something that we can in in our sense of our culture because if we created the name of """,4.35
782,12,"Der Gedächtnispalast , diese Gedächtnistechniken , sie sind alle nur Abkürzungen .","The memory palace , these memory techniques , they 're just shortcuts .","the bottom , these are , they 're just shortcuts .",43.3
783,8,Tatsächlich sind es nicht mal wirkliche Abkürzungen .,"In fact , they 're not even really shortcuts .",it 's not even stupid .,9.22
784,10,"Sie funktionieren , weil sie uns zwingen zu arbeiten .",They work because they make you work .,they work because they work us .,24.08
785,24,"Sie zwingen uns zu verarbeiten und aufmerksam zu sein , in einer Art und Weise , in der wir es normalerweise nicht sind .","They force a kind of depth of processing , a kind of mindfulness , that most of us do n't normally walk around exercising .","they teach us to to and and attention , in a way that we do n't usually .",3.98
786,6,Aber es sind keine Abkürzungen .,But there actually are no shortcuts .,but there are no shortcuts .,45.48
787,7,So werden Dinge im Gedächtnis verankert .,This is how stuff is made memorable .,that will happen in memory .,5.82
788,40,"Eine Sache möchte ich euch mit auf den Weg geben , etwas , das ich durch E.P. , den Mann der sich nicht einmal an sein Gedächtnisproblem erinnerte , gelernt habe . Unsere Leben sind die Summe unserer Erinnerungen .","And I think if there 's one thing that I want to leave you with , it 's what E.P. , the amnesic who could n't even remember that he had a memory problem , left me with , which is the notion that our lives are the sum of our memories .","one thing i want to leave you with the is something that , by the , , the man who was not remembered to be remembered , learned our lives .",8.15
789,65,"Wie viel sind wir bereit , von unseren ohnehin kurzen Leben dadurch zu verlieren , dass wir permanent auf unser Blackberry oder unser iPhone schauen , anstatt dem Menschen uns gegenüber , der mit uns redet , Beachtung zu schenken ? Wie viel sind wir bereit zu verlieren , weil wir so faul sind , dass wir Erlebtes nicht tiefgehend verarbeiten und erinnern wollen ?","How much are we willing to lose from our already short lives by losing ourselves in our Blackberries , our iPhones , by not paying attention to the human being across from us who is talking with us , by being so lazy that we 're not willing to process deeply ?","how much are we going to live to from our life life , that we 're looking at our our our our our own , our iphone , instead of trying to tell us to tell us how to tell us ? how much are we ready to lose ,",6.82
790,17,"Ich habe gelernt , dass das Gedächtnis , in jedem von uns , unglaubliche Kapazitäten besitzt .",I learned firsthand that there are incredible memory capacities latent in all of us .,"i learned that the memory , in every one of us . .",12.19
